entity,n-revs,bugs,added,removed
doc/reference/com/google/android/exoplayer2/analytics/PlaybackStats.html,2,0,2136,1
doc/reference/com/google/android/exoplayer2/analytics/PlaybackStatsListener.Callback.html,2,0,234,1
doc/reference/com/google/android/exoplayer2/analytics/PlaybackStatsListener.html,2,0,979,1
doc/reference/com/google/android/exoplayer2/analytics/package-frame.html,2,0,7,2
doc/reference/com/google/android/exoplayer2/analytics/package-summary.html,2,0,39,8
doc/reference/com/google/android/exoplayer2/analytics/package-tree.html,2,0,7,2
doc/reference/com/google/android/exoplayer2/audio/Ac3Util.SyncFrameInfo.StreamType.html,3,0,4,5
doc/reference/com/google/android/exoplayer2/audio/Ac3Util.SyncFrameInfo.html,2,0,4,4
doc/reference/com/google/android/exoplayer2/audio/Ac3Util.html,3,0,23,38
doc/reference/com/google/android/exoplayer2/audio/Ac4Util.SyncFrameInfo.html,2,0,308,1
doc/reference/com/google/android/exoplayer2/audio/Ac4Util.html,4,0,153,174
doc/reference/com/google/android/exoplayer2/audio/AudioAttributes.Builder.html,2,0,23,7
doc/reference/com/google/android/exoplayer2/audio/AudioAttributes.html,3,0,28,9
doc/reference/com/google/android/exoplayer2/audio/AudioCapabilities.html,2,0,3,3
doc/reference/com/google/android/exoplayer2/audio/AudioCapabilitiesReceiver.Listener.html,1,0,1,1
doc/reference/com/google/android/exoplayer2/audio/AudioCapabilitiesReceiver.html,2,0,1,25
doc/reference/com/google/android/exoplayer2/audio/AudioDecoderException.html,2,0,3,3
doc/reference/com/google/android/exoplayer2/audio/AudioListener.html,2,0,3,3
doc/reference/com/google/android/exoplayer2/audio/AudioProcessor.AudioFormat.html,2,0,383,1
doc/reference/com/google/android/exoplayer2/audio/AudioProcessor.UnhandledAudioFormatException.html,3,0,18,23
doc/reference/com/google/android/exoplayer2/audio/AudioProcessor.html,3,0,55,111
doc/reference/com/google/android/exoplayer2/audio/AudioRendererEventListener.EventDispatcher.html,2,0,3,3
