Filename,Size,Complexity,Revisions,Design Smells,Dependent Partners,Depends on Partners,Total Dependencies,CoChange Partners,Bug Commits,Refactoring operations,Churn,TotalIssues,Clique,Crossing,IsCenter,ModularityViolation,PackageCycle,UnhealthyInheritance,UnstableInterface,isUnstableInterface,PresentInIssues,SqIssues,SqCodeSmells,SqBugs,SqVulnerabilities,SqSecuritySpots
src.org.jgroups.protocols.DELAY_JOIN_REQ_java,40,8,2,1,2,8,10,0,0,0,118,4,0,0,0,0,4,0,0,0,1,10,10,0,0,0
src.org.jgroups.protocols.DELAY_java,45,11,2,0,2,6,8,0,0,0,150,3,0,0,0,0,3,0,0,0,1,12,11,0,0,1
src.org.jgroups.protocols.DISCARD_PAYLOAD_java,39,8,2,1,2,5,7,0,0,0,28,3,0,0,0,0,3,0,0,0,1,7,7,0,0,0
src.org.jgroups.protocols.DISCARD_java,407,109,5,2,2,37,39,2,0,0,456,6,0,0,0,1,3,0,2,0,3,25,23,0,0,2
src.org.jgroups.protocols.DUPL_java,82,21,2,1,2,6,8,0,0,0,74,3,0,0,0,0,3,0,0,0,1,22,22,0,0,0
src.org.jgroups.protocols.Discovery_java,544,139,13,1,14,103,117,2,0,0,213,9,0,1,0,0,4,2,2,0,4,78,76,1,1,0
src.org.jgroups.protocols.ENCRYPT_java,833,164,1,2,2,31,33,0,0,0,98,3,0,0,0,0,3,0,0,0,1,57,38,1,5,13
src.org.jgroups.protocols.EXAMPLE_java,59,16,2,1,2,27,29,0,0,0,22,3,0,0,0,0,3,0,0,0,1,10,10,0,0,0
src.org.jgroups.protocols.Executing_java,909,188,3,3,5,15,20,0,0,0,417,6,0,0,0,0,4,2,0,0,2,41,38,3,0,0
src.org.jgroups.protocols.FC_java,603,152,0,2,2,19,21,0,0,0,0,3,0,0,0,0,3,0,0,0,1,74,71,3,0,0
src.org.jgroups.protocols.FD_ALL_java,355,85,11,2,2,41,43,3,0,0,153,4,0,0,0,1,3,0,0,0,2,33,33,0,0,0
src.org.jgroups.protocols.FD_ICMP_java,136,34,3,1,2,12,14,0,0,0,171,5,0,0,0,0,3,2,0,0,2,13,13,0,0,0
src.org.jgroups.protocols.FD_PING_java,213,41,2,1,2,8,10,0,0,0,26,3,0,0,0,0,2,1,0,0,2,13,13,0,0,0
src.org.jgroups.protocols.FD_SIMPLE_java,277,64,1,1,2,32,34,0,0,0,328,3,0,0,0,0,3,0,0,0,1,29,27,1,0,1
src.org.jgroups.protocols.FD_SOCK_java,1215,291,12,3,2,108,110,7,0,0,232,9,0,2,0,2,3,0,2,0,4,89,87,2,0,0
src.org.jgroups.protocols.FD_java,613,145,9,3,4,40,44,3,0,0,732,7,0,1,0,1,3,1,1,0,5,45,42,3,0,0
src.org.jgroups.protocols.FILE_PING_java,230,54,5,1,6,11,17,0,0,0,277,6,0,0,0,0,3,3,0,0,2,20,18,2,0,0
src.org.jgroups.protocols.FORWARD_TO_COORD_java,220,55,22,1,3,31,34,3,0,0,890,4,0,0,0,1,3,0,0,0,2,29,27,2,0,0
src.org.jgroups.protocols.FRAG2_java,365,77,0,1,2,20,22,0,0,0,0,3,0,0,0,0,3,0,0,0,1,35,35,0,0,0
src.org.jgroups.protocols.FRAG_java,632,101,0,2,2,14,16,0,0,0,0,3,0,0,0,0,3,0,0,0,1,42,41,1,0,0
src.org.jgroups.protocols.FcHeader_java,33,8,0,1,4,2,6,0,0,0,0,2,0,0,0,0,2,0,0,0,1,1,1,0,0,0
src.org.jgroups.protocols.FlowControl_java,475,128,2,1,4,12,16,0,0,0,8,4,0,0,0,0,3,1,0,0,2,62,61,1,0,0
