entity,n-revs,bugs,added,removed
content/api/admin/2.2.1/allclasses-noframe.html,1,0,65,0
content/api/admin/2.2.1/constant-values.html,1,0,126,0
content/api/admin/2.2.1/deprecated-list.html,1,0,228,0
content/api/admin/2.2.1/help-doc.html,1,0,231,0
content/api/admin/2.2.1/index-all.html,1,0,1928,0
content/api/admin/2.2.1/index.html,1,0,76,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/Bookies.html,1,0,303,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/BrokerStats.html,1,0,339,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/Brokers.html,1,0,382,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/Clusters.html,1,0,786,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/Functions.html,1,0,817,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/LongRunningProcessStatus.Status.html,1,0,371,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/LongRunningProcessStatus.html,1,0,359,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/Lookup.html,1,0,264,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/Namespaces.html,1,0,2129,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/NonPersistentTopics.html,1,0,662,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/OffloadProcessStatus.html,1,0,363,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/PersistentTopics.html,1,0,201,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/Properties.html,1,0,379,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/PulsarAdmin.html,1,0,789,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/PulsarAdminBuilder.html,1,0,469,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/PulsarAdminException.ConflictException.html,1,0,295,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/PulsarAdminException.ConnectException.html,1,0,309,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/PulsarAdminException.GettingAuthenticationDataException.html,1,0,307,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/PulsarAdminException.HttpErrorException.html,1,0,307,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/PulsarAdminException.NotAllowedException.html,1,0,295,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/PulsarAdminException.NotAuthorizedException.html,1,0,295,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/PulsarAdminException.NotFoundException.html,1,0,295,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/PulsarAdminException.PreconditionFailedException.html,1,0,295,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/PulsarAdminException.ServerSideErrorException.html,1,0,309,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/PulsarAdminException.TimeoutException.html,1,0,295,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/PulsarAdminException.html,1,0,456,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/ResourceQuotas.html,1,0,443,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/Schemas.html,1,0,317,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/Sink.html,1,0,705,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/Sinks.html,1,0,777,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/Source.html,1,0,705,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/Sources.html,1,0,777,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/Tenants.html,1,0,363,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/Topics.html,1,0,1910,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/Worker.html,1,0,325,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/class-use/Bookies.html,1,0,188,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/class-use/BrokerStats.html,1,0,190,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/class-use/Brokers.html,1,0,188,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/class-use/Clusters.html,1,0,188,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/class-use/Functions.html,1,0,188,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/class-use/LongRunningProcessStatus.Status.html,1,0,205,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/class-use/LongRunningProcessStatus.html,1,0,213,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/class-use/Lookup.html,1,0,188,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/class-use/Namespaces.html,1,0,188,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/class-use/NonPersistentTopics.html,1,0,192,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/class-use/OffloadProcessStatus.html,1,0,202,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/class-use/PersistentTopics.html,1,0,192,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/class-use/Properties.html,1,0,192,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/class-use/PulsarAdmin.html,1,0,188,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/class-use/PulsarAdminBuilder.html,1,0,283,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/class-use/PulsarAdminException.ConflictException.html,1,0,126,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/class-use/PulsarAdminException.ConnectException.html,1,0,126,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/class-use/PulsarAdminException.GettingAuthenticationDataException.html,1,0,126,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/class-use/PulsarAdminException.HttpErrorException.html,1,0,126,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/class-use/PulsarAdminException.NotAllowedException.html,1,0,126,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/class-use/PulsarAdminException.NotAuthorizedException.html,1,0,126,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/class-use/PulsarAdminException.NotFoundException.html,1,0,126,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/class-use/PulsarAdminException.PreconditionFailedException.html,1,0,126,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/class-use/PulsarAdminException.ServerSideErrorException.html,1,0,126,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/class-use/PulsarAdminException.TimeoutException.html,1,0,126,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/class-use/PulsarAdminException.html,1,0,2320,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/class-use/ResourceQuotas.html,1,0,188,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/class-use/Schemas.html,1,0,188,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/class-use/Sink.html,1,0,188,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/class-use/Sinks.html,1,0,205,0
content/api/admin/2.2.1/org/apache/pulsar/client/admin/class-use/Source.html,1,0,188,0
